KOI,kepmag,rhostar,teff,rstar,mstar,logg,[M/H],Binary,TTVperiod,radius,radius_em,radius_ep,nTT,SNR,MES,chisqwttv,n,min_p,max_p,mean_p,range_p,log_range_p,normstd_p,dpp,mean_dpp,gapc,gini,logstd_p,zeta,mean_zeta,min_r,max_r,mean_r,range_r,std_r,normstd_r,logstd_r,r_rat,mean_rrat,gini_r,subearth,supearth,subnep,nepplus,N_first,N_second,res_frac,deltas,min_abs_delta,med_abs_delta,res_summary
664,13.484,1.09135,5689,1.08,0.96,4.302,0.054,0,[ 7.78197031 13.13740786 23.44304949],[1.115 1.573 0.996],[-0.05  -0.053 -0.06 ],[0.078 0.088 0.084],[174. 101.  55.],[25.6 43.1 14.1],[20.3 35.8 11.1],[5808.6 4161.9 2297.8],3,7.78197031,23.44304949,14.78747589,15.66107918,0.478924535,0.439507031,[0.6881853  0.78445015],0.736317726,0.008253354,0.02772098,0.012043311,[1.35929104 0.82433477],1.091812904,0.996,1.573,1.228,0.577,0.248742169,0.20255877,0.084833688,[1.41076233 0.633185  ],1.021973664,0.156623236,1,2,0,0,0,1,0.5,[0.01291118 0.07067009],0.012911178,0.041790636,[1.66666667 0.        ]
665,13.182,0.39611,5965,1.67,1.31,4.1,0.276,0,[1.61188863 3.07156191 5.86806838],[1.689 1.563 3.503],[-0.068 -0.068 -0.114],[0.102 0.098 0.16 ],[833. 427. 215.],[38.  27.2 97.6],[31.8 18.2 75.9],[22369.  15592.   8083.3],3,1.61188863,5.86806838,3.517172973,4.25617975,0.561160134,0.502084161,[0.90556708 0.91045095],0.908009017,1.28E-05,0.001279835,0.000555826,[0.31284128 0.29507041],0.303955844,1.563,3.503,2.251666667,1.94,0.886320233,0.393628527,0.160799696,[0.92539964 2.24120282],1.58330123,0.287194671,0,2,1,0,0,0,0,[-0.04721646 -0.04477452],0.044774523,0.045995492,[0. 0.]
671,13.7,0.83262,6058,1.23,1.08,4.244,0.023,0,[ 4.22862702  7.46662904 11.13189834 16.25955008],[1.522 1.371 1.217 1.415],[-0.076 -0.063 -0.067 -0.064],[0.135 0.089 0.096 0.093],[313. 174. 119.  80.],[41.5 27.4 18.2 19.6],[34.3 20.4 13.  14.4],[8368.9 5955.3 4154.3 2683.5],4,4.22862702,16.25955008,9.77167612,12.03092306,0.584909143,0.457609784,[0.76573365 0.49088675 0.46062689],0.572415767,0.060956889,0.064678984,0.036952079,[0.91781135 0.11138917 0.51286334],0.514021286,1.217,1.522,1.38125,0.305,0.109581876,0.079335295,0.035069035,[0.90078844 0.88767323 1.16269515],0.98371894,0.05785822,0,4,0,0,1,0,0.333333333,[ 0.05944019 -0.0060755  -0.02624874],0.006075497,0.026248738,[0.  1.5 0. ]
691,13.965,0.43381,5915,1.45,0.93,4.218,-0.29,0,[10.91399951 16.22548963 29.66624281],[0.967 1.61  3.781],[-0.095 -0.094 -0.131],[0.095 0.125 0.158],[123.  82.  46.],[ 8.2 20.3 95.3],[ 0.  16.1 76.1],[5333.4 4509.3 2968.8],3,10.91399951,29.66624281,18.93524398,18.7522433,0.434278617,0.416773842,[0.48666762 0.82837273],0.657520174,0.135604789,0.103077212,0.044985266,[0.16437154 0.62155813],0.392964833,0.967,3.781,2.119333333,2.814,1.203941951,0.568075787,0.254022171,[1.66494312 2.3484472 ],2.006695164,0.44259201,1,1,1,0,1,0,0.5,[-0.00888826 -0.08581363],0.008888256,0.047350945,[1.5 0. ]
700,13.58,1.5743,5647,0.9,0.79,4.528,-0.423,0,[ 9.36057471 14.66723806 30.864343   68.16079424],[1.387 1.27  2.113 1.548],[-0.054 -0.054 -0.083 -0.067],[0.074 0.085 0.129 0.097],[134.  88.  42.  16.],[42.  30.5 51.8 25. ],[33.3 25.7 46.5 17.7],[3787.6 2375.4 1156.1  791.8],4,9.36057471,68.16079424,30.7632375,58.80021953,0.862232129,0.74760016,[0.5669164  1.10430504 1.20839932],0.95987359,0.08842104,0.109102771,0.066046386,[0.70821451 0.28335932 0.51737696],0.502983597,1.27,2.113,1.5795,0.843,0.323442808,0.20477544,0.083972235,[0.91564528 1.66377953 0.73260767],1.104010824,0.141922549,0,3,1,0,0,0,0,[0.04461094 0.05215252 0.10419966],0.044610936,0.052152521,[0. 0. 0.]
701,13.361,0.26977,6383,2.02,1.53,4.13,0.24,0,[  5.71489033  12.44179722  18.16405902 122.3858876  267.284615  ],[1.446 0.616 2.142 1.866 1.526],[-0.058 -0.048 -0.075 -0.087 -0.109],[0.099 0.057 0.092 0.118 0.218],[236. 108.  66.  10.   4.],[72.8 11.4 99.5 46.3 19.3],[57.2  8.5 81.6 35.9 14.3],[4158.7 2373.3 1747.6  521.2  217.8],5,5.71489033,267.284615,85.19824983,261.5697247,1.669966061,1.181256647,[1.17708416 0.45992245 5.737805   1.18394964],2.13969031,0.369960533,0.42043725,0.260149039,[0.45132923 0.52283886 0.52284802 0.46610844],0.490781138,0.616,2.142,1.5192,1.526,0.515620946,0.33940294,0.19203669,[0.42600277 3.47727273 0.87114846 0.81779207],1.398054005,0.228541338,1,3,1,0,0,0,0,[ 0.08854208 -0.02671837  1.245935    0.09197482],0.02671837,0.09025845,[0. 0. 0. 0.]
707,13.988,0.41262,5943,1.61,1.21,4.089,0.135,0,[ 5.66811063 13.1755712  21.77566845 31.78484972 41.02789654],[1.773 2.72  4.558 3.413 3.767],[-0.085 -0.11  -0.151 -0.119 -0.138],[0.104 0.101 0.151 0.167 0.152],[239. 102.  63.  43.  35.],[ 27.3  48.8 117.3  57.6  66.5],[13.9 34.9 77.6 39.8 40.9],[9651. 5475. 3895. 3018. 2636.],5,5.66811063,41.02789654,22.68641931,35.35978591,0.859640933,0.557597876,[1.32450848 0.65273051 0.45964978 0.29080039],0.681922289,0.218270341,0.163216269,0.095926045,[0.73500883 1.40392248 0.52670819 1.31635466],0.995498542,1.773,4.558,3.2462,2.785,0.945206729,0.291173288,0.142315662,[1.53412296 1.67573529 0.74879333 1.10372107],1.265593162,0.203838334,0,1,3,1,0,2,0.5,[ 0.16225424 -0.0083617  -0.02690014  0.00395586],0.003955862,0.017630921,[0.         1.66666667 0.         1.28571429]
710,13.294,0.35494,6555,1.75,1.34,4.196,-0.07,0,[3.8868617  5.37492471 8.58604236],[1.364 2.224 1.802],[-0.081 -0.092 -0.084],[0.09  0.129 0.107],[351. 248. 161.],[20.8 49.  23.2],[16.1 36.4 19. ],[9531.1 8569.4 4420.8],3,3.8868617,8.58604236,5.949276257,4.69918066,0.344193939,0.32961144,[0.38284434 0.59742561],0.490134974,0.105712086,0.072000613,0.031343999,[1.1639171  0.97845427],1.071185686,1.364,2.224,1.796666667,0.86,0.351113783,0.195425111,0.087379926,[1.63049853 0.8102518 ],1.220375166,0.159554731,0,2,1,0,0,1,0.5,[-0.01225404 -0.04154464],0.012254041,0.026899339,[1.4 0. ]
711,13.835,0.33894,6533,1.72,1.26,4.059,-0.37,0,[  3.61930475  44.69965891 124.5249337 ],[1.483 2.971 2.699],[-0.066 -0.1   -0.102],[0.106 0.167 0.136],[375.  26.  11.],[47.4 71.3 47.5],[40.8 58.8 28.5],[9114.7 1421.4  794.4],3,3.61930475,124.5249337,57.61463245,120.905629,1.536631166,0.87125805,[11.35034406  1.78581396],6.568079007,0.502794237,0.631899462,0.341777415,[0.26430917 1.32009377],0.792201467,1.483,2.971,2.384333333,1.488,0.646940148,0.271329574,0.134851104,[2.00337154 0.90844833],1.455909939,0.208024605,0,1,2,0,0,0,0,[ 3.11678135 -0.07139535],0.071395347,1.59408835,[0. 0.]
718,13.764,1.05689,5869,1.16,1.16,4.283,0.335,0,[ 4.58546215 22.71445498 47.90344231],[2.272 2.788 2.269],[-0.076 -0.118 -0.118],[0.099 0.189 0.189],[296.  57.  27.],[84.8 74.4 34.1],[62.9 46.5 22.8],[7823.  1715.1  940.7],3,4.58546215,47.90344231,25.06778648,43.31798016,1.01898361,0.708583111,[3.9535803  1.10894086],2.531260583,0.390730183,0.402779598,0.189369476,[0.75880589 0.29471598],0.526760932,2.269,2.788,2.443,0.519,0.243954914,0.099858745,0.042087777,[1.22711268 0.81384505],1.020478863,0.070814572,0,0,3,0,0,0,0,[0.65119343 0.05447043],0.054470432,0.352831933,[0. 0.]
719,13.177,3.12984,4668,0.68,0.73,4.599,-0.01,0,[ 4.15982225  9.03418745 28.12264106 45.90267989],[0.852 1.622 0.93  1.27 ],[-0.039 -0.066 -0.045 -0.056],[0.073 0.095 0.073 0.087],[320. 147.  47.  29.],[35.6 82.1 26.9 42.9],[32.7 85.  22.9 36.9],[4647.2 2155.  1551.5  690.6],4,4.15982225,45.90267989,21.80483266,41.74285764,1.042763268,0.75881438,[1.17177247 2.11291317 0.63223219],1.305639275,0.178719857,0.214066585,0.115723006,[0.439776   1.41984065 1.25490782],1.038174825,0.852,1.622,1.1685,0.77,0.305376407,0.261340528,0.112075235,[1.90375587 0.57336621 1.3655914 ],1.280904494,0.188988732,2,2,0,0,0,0,0,[ 0.08588624  0.03763772 -0.02066069],0.020660688,0.037637722,[0. 0. 0.]
720,13.749,2.5396,5255,0.77,0.85,4.552,0.04,0,[ 2.79589907  5.69059352 10.04156732 18.36972561],[1.5   2.834 2.54  2.568],[-0.106 -0.111 -0.12  -0.151],[0.149 0.185 0.174 0.196],[367. 171. 107.  56.],[16.3 45.5 28.1 20.1],[ 42.5 116.5  70.6  47.6],[7384.1 4309.8 2569.2 1254.4],4,2.79589907,18.36972561,9.22444638,15.57382654,0.81758118,0.637022949,[1.03533582 0.76459051 0.82936837],0.876431565,0.016045317,0.048095778,0.026333206,[0.10238944 0.92366889 0.61721054],0.547756292,1.5,2.834,2.3605,1.334,0.509886997,0.216008048,0.108892564,[1.88933333 0.8962597  1.01102362],1.265538886,0.142272117,0,1,3,0,1,0,0.333333333,[ 0.01766791  0.05875431 -0.08531582],0.017667909,0.058754306,[2. 0. 0.]
723,15.825,3.138,4820,0.66,0.64,4.606,-0.44,0,[ 3.93699397 10.08881642 28.08191917],[2.862 3.559 3.409],[-0.144 -0.175 -0.147],[0.197 0.227 0.213],[338. 128.  46.],[59.3 51.3 50.8],[76.3 83.  58.2],[5996.1 2223.3 1778.5],3,3.93699397,28.08191917,14.03590985,24.1449252,0.853262035,0.729887938,[1.56256842 1.78347013],1.673019276,0.005783978,0.041320636,0.017959382,[1.08008407 1.31788604],1.198985057,2.862,3.559,3.276666667,0.697,0.299540018,0.091416079,0.040976453,[1.24353599 0.95785333],1.100694659,0.070905392,0,0,3,0,0,0,0,[-0.14581053 -0.07217662],0.072176623,0.108993575,[0. 0.]
730,15.592,0.3857,5550,1.51,0.99,4.061,0.032,0,[ 7.38445597  9.84821114 14.78701236 19.72433675],[2.932 3.314 4.416 3.807],[-0.192 -0.262 -0.3   -0.288],[0.278 0.285 0.434 0.449],[133.  98.  69.  51.],[23.7 25.3 39.4 26. ],[15.7 15.4 27.6 17.1],[6526. 4831. 3536. 3117.],4,7.38445597,19.72433675,12.93600406,12.33988078,0.426683903,0.366401737,[0.33364072 0.50149222 0.33389601],0.389676313,0.049575176,0.040261534,0.024260026,[0.00829166 0.0178533  0.0151666 ],0.01377052,2.932,4.416,3.61725,1.484,0.555773054,0.153645187,0.066647249,[1.13028649 1.33252867 0.86209239],1.108302517,0.113921718,0,0,3,1,3,0,1,[0.00023054 0.00099481 0.00042201],0.000230536,0.000422006,[1.33333333 1.5        1.33333333]
732,15.342,2.09487,5261,0.84,0.93,4.442,0.281,0,[1.26025793 3.29530461 5.25453383],[2.835 1.013 1.088],[-0.132 -0.079 -0.078],[0.156 0.111 0.094],[1013.  390.  249.],[128.1  10.4  12.6],[18.5  8.2 10.6],[18108.9  7058.1  6906.1],3,1.26025793,5.25453383,3.270032123,3.9942759,0.620074754,0.498696699,[1.61478586 0.59455178],1.104668818,0.357662995,0.242374018,0.108200366,[1.14216852 0.95418212],1.048175319,1.013,2.835,1.645333333,1.822,0.841778408,0.511615726,0.210137671,[0.35731922 1.07403751],0.715678368,0.369124797,0,2,1,0,0,0,0,[-0.12840471 -0.04326893],0.043268932,0.085836824,[0. 0.]
733,15.644,2.90021,5048,0.69,0.78,4.565,-0.059,0,[ 3.13295549  5.92498617 11.34934777 18.6435031 ],[1.435 2.765 2.446 1.966],[-0.086 -0.147 -0.131 -0.132],[0.112 0.229 0.155 0.171],[414. 222. 115.  70.],[23.9 68.5 41.7 16.1],[20.5 58.5 36.5 15. ],[8685.2 5639.5 3129.1 1191.6],4,3.13295549,18.6435031,9.762698132,15.51054761,0.774573294,0.606134638,[0.89118109 0.9155062  0.64269379],0.816460361,0.023531056,0.050063009,0.030249876,[0.36631919 0.27687566 1.33214721],0.658447356,1.435,2.765,2.153,1.33,0.502714133,0.233494721,0.108945397,[1.92682927 0.88462929 0.80376124],1.205073269,0.173014399,0,1,3,0,0,1,0.333333333,[-0.05440946 -0.0422469  -0.01438373],0.014383726,0.042246898,[0.         0.         1.66666667]
749,15.416,2.00723,5362,0.86,0.9,4.474,0.086,0,[3.94106174 5.34956967 8.10901972],[1.629 2.48  1.264],[-0.115 -0.15  -0.096],[0.167 0.164 0.128],[325. 248. 157.],[28.9 60.6 14.1],[22.7 48.5  9.8],[6689.4 6465.3 4438.9],3,3.94106174,8.10901972,5.79988371,4.16795798,0.313355118,0.298471325,[0.35739301 0.51582655],0.43660978,0.075241428,0.055141464,0.023981068,[0.60587955 0.1840915 ],0.394985523,1.264,2.48,1.791,1.216,0.509474893,0.284463927,0.121906053,[1.52240638 0.50967742],1.016041902,0.226316769,0,2,1,0,2,0,1,[0.01804476 0.01055103],0.010551031,0.014297896,[1.33333333 1.5       ]
750,15.377,1.57633,5048,0.9,0.82,4.442,0.18,1,[ 5.04416027 14.51677802 21.67695486],[1.208 1.331 2.59 ],[-0.115 -0.113 -0.13 ],[0.125 0.147 0.195],[269.  90.  61.],[10.2 10.1 34.3],[ 8.2  7.5 24.5],[3932.9 2097.  1829.6],3,5.04416027,21.67695486,13.74596438,16.63279459,0.633209396,0.495574534,[1.8779375  0.49323458],1.18558604,0.561841367,0.316780695,0.144315307,[1.40250275 0.08229867],0.742400709,1.208,2.59,1.709666667,1.382,0.62451172,0.365282738,0.149573797,[1.10182119 1.94590533],1.523863263,0.269448236,0,2,1,0,1,0,0.5,[-0.0406875  -0.00451028],0.004510283,0.022598891,[0.  1.5]
756,15.714,1.11842,5661,1.1,1.01,4.274,0.168,0,[ 2.56656946  4.13444128 11.09433544],[1.67  2.943 4.389],[-0.134 -0.199 -0.328],[0.194 0.253 0.299],[406. 251.  94.],[15.  40.2 66.5],[12.3 33.5 55.2],[8151.6 6602.4 3639.3],3,2.56656946,11.09433544,5.93178206,8.52776598,0.635748271,0.624798436,[0.61088229 1.68339412],1.147138206,0.361748774,0.249753797,0.111689451,[1.08907024 1.21788614],1.153478191,1.67,4.389,3.000666667,2.719,1.110775805,0.37017634,0.175229117,[1.76227545 1.49133537],1.626805411,0.30204399,0,1,1,1,0,0,0,[-0.03347063 -0.10553529],0.033470628,0.06950296,[0. 0.]
757,15.841,2.7288,5002,0.71,0.81,4.572,0.057,0,[ 6.25294127 16.06864266 41.19712515],[2.24  4.824 3.256],[-0.117 -0.22  -0.172],[0.182 0.264 0.23 ],[173.  69.  26.],[ 47.1 161.9  51.2],[ 36.  137.4  37.9],[3742. 2036.  981.],3,6.25294127,41.19712515,21.17290303,34.94418388,0.818782561,0.695010555,[1.56977348 1.5638211 ],1.566797293,4.95E-06,0.001159495,0.000503563,[1.08889624 1.081622  ],1.085259121,2.24,4.824,3.44,2.584,1.062906706,0.308984508,0.137654315,[2.15357143 0.67495854],1.414264985,0.250387597,0,0,2,1,0,0,0,[-0.14340884 -0.14539297],0.143408839,0.144400902,[0. 0.]
775,15.095,3.4398,4164,0.63,0.62,4.627,0.046,0,[ 7.87742204 16.38490222 36.44519458],[2.258 2.096 2.082],[-0.142 -0.124 -0.129],[0.155 0.147 0.187],[134.  67.  29.],[38.7 28.9 21.7],[41.5 28.1 19.8],[2628. 1720.  961.],3,7.87742204,36.44519458,20.23583961,28.56777254,0.665256159,0.591841656,[1.07998278 1.22431566],1.152149221,0.006263114,0.033532265,0.014570388,[0.22217794 0.54965153],0.385914736,2.082,2.258,2.145333333,0.176,0.07987212,0.037230634,0.015974791,[0.92825509 0.99332061],0.960787852,0.027346178,0,0,3,0,0,0,0,[0.03999139 0.11215783],0.039991392,0.076074611,[0. 0.]
787,15.367,1.10239,5616,1.09,1.04,4.373,0.288,0,[ 0.58936958  4.43123472 11.37935033],[0.975 3.473 3.517],[-0.088 -0.181 -0.215],[0.104 0.253 0.279],[1941.  291.  118.],[11.4 71.  37.9],[ 8.4 58.3 29.9],[30799.5  8340.3  2645.4],3,0.58936958,11.37935033,5.466651543,10.78998075,1.285729752,0.816847702,[6.51860101 1.56798636],4.043293687,0.388665603,0.490811656,0.240827429,[0.46022145 1.08671805],0.773469751,0.975,3.517,2.655,2.542,1.188075194,0.447485949,0.269439171,[3.56205128 1.01266916],2.287360222,0.319146265,1,0,2,0,0,0,0,[ 1.50620034 -0.14400455],0.144004546,0.825102441,[0. 0.]
806,15.842,3.57617,4390,0.63,0.65,4.647,-0.113,0,[ 29.31475445  60.32524674 143.2070119 ],[ 3.653 11.528  8.267],[-0.193 -0.524 -0.344],[0.29  0.572 0.447],[45. 22.  9.],[ 57.4 444.7 176.2],[  0.  323.4 115.6],[ 768. 1235.  669.],3,29.31475445,143.2070119,77.61567103,113.8922575,0.688878022,0.619422428,[1.05784588 1.37391506],1.215880473,0.026373531,0.071319095,0.031045919,[0.16404814 0.81645891],0.490253522,3.653,11.528,7.816,7.875,3.230733353,0.413348689,0.214629776,[3.15576239 0.71712353],1.936442956,0.335849539,0,0,1,2,1,0,0.5,[0.02892294 0.18695753],0.028922941,0.107940236,[2. 0.]
812,15.954,4.43641,4293,0.57,0.58,4.692,-0.321,0,[ 3.34021993  7.82502184 20.06028585 46.18436051],[2.314 1.3   2.198 2.125],[-0.093 -0.068 -0.092 -0.094],[0.11  0.099 0.133 0.152],[381. 164.  63.  27.],[71.6 15.9 35.2 26. ],[58.2 12.6 27.2 18. ],[6998.4 3301.4 1908.9 1086.6],4,3.34021993,46.18436051,19.35247203,42.84414058,1.140719872,0.860679287,[1.34266665 1.56360765 1.30227829],1.402850862,0.004997254,0.036252682,0.020470859,[0.76564049 1.08136012 0.69634491],0.847781839,1.3,2.314,1.98425,1.014,0.400759513,0.201970273,0.101299328,[0.56179775 1.69076923 0.96678799],1.073118324,0.130821889,0,1,3,0,0,0,0,[ 0.17133333 -0.14546412  0.15113914],0.145464117,0.151139143,[0. 0. 0.]
829,15.386,1.20089,5767,1.06,0.97,4.3,0.009,0,[ 9.75192499 18.64929387 38.55762762],[2.188 3.199 3.339],[-0.169 -0.212 -0.225],[0.184 0.212 0.59 ],[136.  69.  38.],[28.5 46.1 39.7],[24.3 36.  32.6],[3944.9 2367.4 1374.3],3,9.75192499,38.55762762,22.31961549,28.80570263,0.597019953,0.539563776,[0.91237052 1.0675114 ],0.989940959,0.010502254,0.038981276,0.016941154,[0.2881378  0.18972555],0.238931679,2.188,3.339,2.908666667,1.151,0.512783472,0.176295028,0.082838313,[1.46206581 1.04376368],1.252914745,0.131904653,0,0,3,0,0,0,0,[-0.04381474  0.0337557 ],0.033755698,0.038785219,[0. 0.]
834,15.084,0.45752,5793,1.57,1.23,4.096,0.315,0,[ 2.09082239  6.15560917 13.23350423 23.65369289 50.4468756 ],[1.7   2.649 3.532 8.914 3.021],[-0.124 -0.153 -0.202 -0.397 -0.23 ],[0.149 0.229 0.256 0.505 0.332],[638. 211. 101.  57.  27.],[ 19.9  35.1  49.1 266.3  19.4],[ 14.9  26.3  34.3 188.4  15.2],[18287.5  8920.9  5308.4  3728.8  1229.3],5,2.09082239,50.4468756,19.11610086,48.35605321,1.382517131,0.904450788,[1.94410907 1.14982853 0.78740963 1.13272726],1.253518624,0.059692583,0.128953879,0.078416023,[1.4568767  0.39091533 0.80996103 0.35152485],0.752319477,1.7,8.914,3.9632,7.214,2.546891863,0.64263521,0.247412447,[1.55823529 1.33333333 2.52378256 0.33890509],1.43856407,0.386329229,0,1,3,1,0,0,0,[-0.01863031  0.07491427  0.07244578  0.06636363],0.018630309,0.069404704,[0. 0. 0. 0.]
841,15.855,2.36718,5259,0.74,0.89,4.542,0.115,1,[  6.54626957  15.3352934   31.33038711 269.3087336  499.4680938 ],[1.899 4.133 5.834 4.692 3.021],[-0.139 -0.283 -0.302 -1.98  -0.256],[ 0.201  0.334  0.422 45.547  0.333],[206.  87.  45.   5.   3.],[ 24.8  86.6 117.1  18.1  15.7],[ 24.   84.1 110.   12.7   9.6],[3493.4 2776.1 1782.8  399.2  301.7],5,6.54626957,499.4680938,164.3977555,492.9218242,1.882513865,1.179883148,[1.34260035 1.04302496 7.59576783 0.85463014],2.709005819,0.351509571,0.461107133,0.287551082,[0.76553016 0.12375051 0.39495678 0.51029044],0.448631969,1.899,5.834,3.9158,3.935,1.356267142,0.346357613,0.172147307,[2.17640864 1.41156545 0.80425094 0.64386189],1.25902173,0.243653915,0,1,1,3,1,0,0.25,[ 0.17130018  0.02151248  1.86525594 -0.07268493],0.021512478,0.121992554,[0. 2. 0. 0.]
864,15.604,1.99535,5497,0.86,0.93,4.488,0.071,0,[ 4.31178142  9.76734394 20.05038278],[2.91  2.065 2.493],[-0.153 -0.136 -0.144],[0.181 0.161 0.216],[299. 128.  62.],[86.  21.1 37.8],[68.7 17.3 29.4],[7068.7 2088.6 2523.7],3,4.31178142,20.05038278,11.37650271,15.73860136,0.667465931,0.573570809,[1.2652688  1.05279786],1.159033334,0.013387294,0.049205109,0.021393255,[0.62896233 0.15045015],0.389706237,2.065,2.91,2.489333333,0.845,0.344979549,0.138583107,0.061062886,[0.70962199 1.20726392],0.958442958,0.113149438,0,0,3,0,1,0,0.5,[0.1326344  0.02639893],0.026398932,0.079516667,[0. 2.]
869,15.599,2.39961,5100,0.78,0.86,4.559,0.116,0,[ 3.21982901  7.49018556 17.46091637 36.27556467],[1.728 2.61  2.225 3.081],[-0.112 -0.169 -0.16  -0.185],[0.112 0.169 0.175 0.185],[415. 178.  76.  38.],[30.5 53.  22.6 45.5],[19.4 43.1 16.8 28.6],[7685. 4181. 1605. 1427.],4,3.21982901,36.27556467,16.1116239,33.05573566,1.051781372,0.790552122,[1.32626811 1.33117274 1.07752926],1.244990037,0.007659853,0.037660668,0.023378727,[0.73801393 0.74634808 0.21585287],0.566738291,1.728,3.081,2.411,1.353,0.497389686,0.20630016,0.093096408,[1.51041667 0.85249042 1.3847191 ],1.24920873,0.153601548,0,1,3,0,0,0,0,[0.16313406 0.16558637 0.03876463],0.03876463,0.163134057,[0. 0. 0.]
877,15.019,3.56737,4331,0.63,0.65,4.644,-0.075,0,[ 5.95489264 12.03986967 20.83773609],[2.318 2.186 1.312],[-0.067 -0.067 -0.087],[0.119 0.117 0.111],[227. 110.  69.],[87.2 57.6 14.9],[83.3 51.1 12.1],[4998. 2775. 1518.],3,5.95489264,20.83773609,12.94416613,14.88284345,0.543976597,0.471984836,[1.02184496 0.73072771],0.876286336,0.049809992,0.077578044,0.03378499,[0.06413388 1.10549641],0.584815144,1.312,2.318,1.938666667,1.006,0.446384986,0.230253603,0.111798059,[0.94305436 0.60018298],0.77161867,0.172971114,0,1,2,0,1,0,0.5,[0.01092248 0.03843663],0.01092248,0.024679554,[2. 0.]
880,15.158,2.09685,5409,0.83,0.95,4.399,0.191,0,[ 2.38295821  5.90225497 26.44432103 51.53924299],[1.647 2.197 3.58  5.004],[-0.089 -0.099 -0.186 -0.221],[0.116 0.126 0.186 0.24 ],[559. 226.  53.  28.],[ 41.4  59.3  88.  155.5],[ 23.5  43.2  68.  112.1],[8914. 5191. 1817. 1230.],4,2.38295821,51.53924299,21.5671943,49.15628478,1.335021609,0.908460935,[1.47686046 3.48037592 0.94897207],1.968736148,0.190984839,0.284229127,0.154425162,[0.96866388 0.86197585 0.16131539],0.663985042,1.647,5.004,3.107,3.357,1.302117314,0.419091508,0.19056608,[1.3339405  1.62949477 1.39776536],1.453733542,0.307209527,0,1,2,1,0,0,0,[-0.17437985  0.49345864 -0.02551397],0.025513967,0.174379846,[0. 0. 0.]
884,15.161,1.91182,5182,0.85,0.83,4.5,0.021,0,[ 3.33612251  9.43946259 20.47726587],[1.773 4.25  2.882],[-0.091 -0.142 -0.117],[0.146 0.199 0.176],[402. 142.  63.],[ 41.6 175.2  52.7],[ 30.8 163.4  45.4],[7311. 3711. 1519.],3,3.33612251,20.47726587,11.08428366,17.14114336,0.788029979,0.639990531,[1.82947121 1.16932539],1.4993983,0.069004359,0.132060948,0.057816655,[1.3601819  0.43441815],0.897300025,1.773,4.25,2.968333333,2.477,1.013072006,0.341293208,0.157638752,[2.39706712 0.67811765],1.537592382,0.278158338,0,1,1,1,0,0,0,[-0.05684293  0.0846627 ],0.056842931,0.070752813,[0. 0.]
886,15.847,5.07114,3854,0.52,0.52,4.714,0.027,0,[ 8.01084154 12.07138695 20.99581773],[1.912 1.463 1.462],[-0.057 -0.061 -0.075],[0.071 0.098 0.083],[169. 111.  62.],[48.5 31.  18.2],[28.9 16.5 12.4],[3423. 2612. 1517.],3,8.01084154,20.99581773,13.69268207,12.98497619,0.418454653,0.396097906,[0.50688125 0.73930451],0.623092881,0.071301023,0.071598876,0.031168284,[0.08145404 1.05786786],0.569660953,1.462,1.912,1.612333333,0.45,0.211896725,0.131422406,0.054983344,[0.76516736 0.99931647],0.882241919,0.093032872,0,2,1,0,1,0,0.5,[0.0045875 0.0435827],0.004587503,0.024085104,[1.5 0. ]
896,15.258,2.50854,5014,0.77,0.84,3.801,0.176,0,[ 6.30820415 16.239483   28.86686825],[2.783 3.889 1.371],[-0.131 -0.175 -0.113],[0.17  0.206 0.154],[203.  84.  46.],[ 86.2 123.8  12.3],[70.1 97.9  9.6],[4803.8 2837.3 1218.9],3,6.30820415,28.86686825,17.13818513,22.5586641,0.66049393,0.538647159,[1.57434329 0.77757311],1.175958196,0.185503501,0.1830849,0.080759569,[1.09444355 0.85815813],0.976300838,1.371,3.889,2.681,2.518,1.030496321,0.384370131,0.192518849,[1.39741286 0.35253278],0.874972824,0.313067263,0,1,2,0,0,0,0,[-0.14188557  0.06654386],0.066543864,0.104214718,[0. 0.]
898,15.777,4.09361,4163,0.58,0.59,4.672,-0.149,0,[ 5.16980121  9.77045018 20.09010164],[1.905 2.61  2.24 ],[-0.096 -0.151 -0.14 ],[0.139 0.151 0.211],[249. 135.  63.],[41.4 58.  36.9],[34.1 46.7 29.2],[3447.  2899.7 1458.4],3,5.16980121,20.09010164,11.67678434,14.92030043,0.58950829,0.534270276,[0.88990829 1.05621044],0.973059365,0.012586257,0.042143219,0.018317482,[0.37113388 0.15965693],0.265395405,1.905,2.61,2.251666667,0.705,0.287933248,0.12787561,0.055948348,[1.37007874 0.85823755],1.114158144,0.104367135,0,0,3,0,1,0,0.5,[-0.05504585  0.02810522],0.028105219,0.041575536,[0. 2.]
899,15.234,5.26786,3765,0.51,0.5,4.722,0.127,0,[ 3.30654654  7.11375661 15.36845633],[1.145 1.444 1.397],[-0.052 -0.061 -0.064],[0.075 0.115 0.097],[394. 187.  90.],[37.7 44.4 30.9],[30.5 35.8 24.3],[5504.7 3579.8 1943.2],3,3.30654654,15.36845633,8.59625316,12.06190979,0.667255608,0.585673526,[1.15141584 1.16038546],1.15590065,2.40E-05,0.002080248,0.000903442,[0.39451214 0.41465219],0.404582166,1.145,1.444,1.328666667,0.299,0.131281716,0.098807112,0.044556383,[1.26113537 0.96745152],1.114293447,0.075012544,0,3,0,0,0,0,0,[0.07570792 0.08019273],0.075707921,0.077950325,[0. 0.]
